"MSSubClass","MSZoning","LotFrontage","LotArea","Street","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","MoSold","YrSold","SaleType","SaleCondition"
20,"RL",76.9399793161989,8125,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd","Stone",295,"Gd","TA","PConc","Gd","TA","No","GLQ",986,"Unf",0,668,1654,"GasA","Ex","Y","SBrkr",1654,0,1654,1,0,2,0,3,1,"Gd",6,"Typ",0,"Attchd",2002,"Unf",3,900,"TA","TA","Y",0,136,0,2,2006,"WD","Normal"
20,"RL",78.5217011274758,12493,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,5,1960,1960,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","ALQ",419,"Rec",306,375,1100,"GasA","TA","Y","SBrkr",1100,0,1100,1,0,1,0,3,1,"TA",6,"Typ",1,"Attchd",1960,"RFn",1,312,"TA","TA","Y",355,0,0,4,2008,"WD","Normal"
50,"RM",52,6240,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",6,6,1934,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,816,816,"GasA","TA","Y","SBrkr",816,0,1176,0,0,1,0,3,1,"TA",6,"Typ",1,"Detchd",1985,"Unf",2,528,"TA","TA","Y",112,0,0,9,2006,"WD","Normal"
60,"RL",72,10463,"Pave","IR1","HLS","AllPub","CulDSac","Gtl","Gilbert","Norm","Norm","1Fam","2Story",8,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,893,893,"GasA","Ex","Y","SBrkr",901,900,1801,0,0,2,1,3,1,"Gd",8,"Typ",1,"Attchd",2005,"Fin",3,800,"TA","TA","Y",0,116,0,6,2006,"WD","Normal"
60,"FV",85,10574,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",8,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Mn","Unf",0,"Unf",0,1082,1082,"GasA","Ex","Y","SBrkr",1082,871,1953,0,0,2,1,3,1,"Gd",9,"Typ",1,"Attchd",2005,"RFn",3,1043,"TA","TA","Y",160,50,0,5,2009,"WD","Normal"
60,"RL",80,10793,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","RRAn","Norm","1Fam","2Story",5,5,1969,1969,"Mansard","CompShg","WdShing","HdBoard","BrkFace",263,"TA","TA","CBlock","TA","TA","No","Rec",493,"BLQ",287,0,780,"GasA","Ex","Y","SBrkr",780,840,1620,0,0,2,1,4,1,"TA",7,"Min1",0,"Attchd",1969,"Fin",2,462,"TA","TA","Y",208,0,0,4,2007,"WD","Normal"
160,"RM",24,1782,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Blueste","Norm","Norm","Twnhs","2Story",6,6,1980,1980,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","Gd","TA","No","GLQ",330,"Unf",0,186,516,"GasA","Gd","Y","SBrkr",529,516,1045,0,0,1,0,2,1,"TA",5,"Typ",1,"Detchd",1980,"Unf",2,462,"TA","TA","Y",180,0,0,12,2007,"WD","Normal"
50,"RM",50,7000,"Pave","Reg","Lvl","AllPub","Corner","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",6,7,1940,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","ALQ",375,"Unf",0,345,720,"GasA","Gd","Y","FuseA",720,495,1215,0,0,1,0,3,1,"Gd",6,"Typ",0,"Detchd",1965,"Fin",2,720,"TA","TA","Y",0,0,30,5,2007,"WD","Normal"
50,"RL",75,9525,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",6,4,1954,1972,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","Fa","No","Rec",444,"Unf",0,550,994,"GasA","Gd","Y","SBrkr",1216,639,1855,0,0,2,0,4,1,"TA",7,"Typ",0,"Attchd",1954,"Unf",1,325,"TA","TA","Y",182,0,0,10,2006,"WD","Normal"
20,"RL",60,8430,"Pave","Reg","HLS","AllPub","Inside","Mod","CollgCr","Norm","Norm","1Fam","1Story",5,5,1978,1978,"Gable","CompShg","HdBoard","HdBoard","BrkFace",136,"TA","TA","CBlock","Gd","TA","No","Rec",616,"Unf",0,424,1040,"GasA","TA","Y","SBrkr",1040,0,1040,0,0,2,0,3,1,"TA",5,"Typ",0,"2Types",1954.39185811885,"Fin",0,0,"Fa","Fa","Y",0,0,0,8,2009,"WD","Normal"
20,"RL",65,14753,"Pave","IR2","Low","AllPub","Inside","Gtl","CollgCr","PosN","Norm","1Fam","1Story",7,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Mn","GLQ",950,"Unf",0,513,1463,"GasA","Ex","Y","SBrkr",1463,0,1463,1,0,2,0,3,1,"TA",5,"Typ",0,"Attchd",1998,"Fin",2,539,"TA","TA","Y",0,81,0,12,2009,"WD","Normal"
120,"FV",45,4379,"Pave","IR1","Lvl","AllPub","FR2","Gtl","Somerst","Norm","Norm","TwnhsE","1Story",8,5,2004,2004,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",851,"Unf",0,527,1378,"GasA","Ex","Y","SBrkr",1378,0,1378,1,0,2,0,2,1,"Gd",6,"Typ",1,"Attchd",2004,"Fin",2,540,"TA","TA","Y",160,56,0,7,2007,"WD","Normal"
40,"RL",74.2353798589231,23595,"Pave","Reg","Low","AllPub","Inside","Sev","ClearCr","Norm","Norm","1Fam","1Story",7,6,1979,1979,"Shed","WdShake","Plywood","Plywood","None",0,"Gd","TA","PConc","Gd","TA","Gd","GLQ",1258,"Unf",0,74,1332,"GasA","TA","Y","SBrkr",1332,192,1524,2,0,0,1,0,1,"Gd",4,"Typ",1,"Attchd",1979,"Fin",2,586,"TA","TA","Y",268,0,0,4,2010,"WD","Normal"
60,"RL",68,11250,"Pave","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2001,2002,"Gable","CompShg","VinylSd","VinylSd","BrkFace",162,"Gd","TA","PConc","Gd","TA","Mn","GLQ",486,"Unf",0,434,920,"GasA","Ex","Y","SBrkr",920,866,1786,1,0,2,1,3,1,"Gd",6,"Typ",1,"Attchd",2001,"RFn",2,608,"TA","TA","Y",0,42,0,9,2008,"WD","Normal"
190,"RL",77.4237870972832,32463,"Pave","Reg","Low","AllPub","Inside","Mod","Mitchel","Norm","Norm","2fmCon","1Story",4,4,1961,1975,"Gable","CompShg","MetalSd","MetalSd","Stone",149,"TA","Gd","CBlock","TA","TA","Av","BLQ",1159,"Unf",0,90,1249,"GasA","Ex","Y","SBrkr",1622,0,1622,1,0,1,0,3,1,"TA",7,"Typ",1,"2Types",1975,"Fin",4,1356,"TA","TA","Y",439,0,0,3,2007,"WD","Normal"
120,"RL",48,3480,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","Stone",163,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1405,1405,"GasA","Ex","Y","SBrkr",1405,0,1405,0,0,2,0,2,1,"Gd",6,"Typ",1,"Attchd",2003,"RFn",2,478,"TA","TA","Y",148,36,0,11,2009,"WD","Normal"
80,"RL",80,9600,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",6,6,1955,1996,"Hip","CompShg","AsbShng","AsbShng","None",0,"TA","TA","CBlock","TA","TA","Av","BLQ",831,"Unf",0,161,992,"GasA","Gd","Y","SBrkr",1661,0,1661,1,0,1,0,3,1,"Gd",8,"Typ",1,"BuiltIn",1955,"RFn",1,377,"TA","TA","Y",0,28,0,10,2008,"WD","Normal"
50,"RM",60,9600,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",5,6,1948,1950,"Gable","CompShg","MetalSd","MetalSd","Stone",264,"TA","TA","CBlock","TA","TA","No","Rec",276,"Unf",0,936,1212,"GasA","Gd","Y","FuseA",1226,442,1668,1,0,1,0,3,1,"TA",6,"Typ",0,"Detchd",1948,"Unf",1,240,"TA","TA","Y",0,0,140,5,2006,"WD","Normal"
90,"RM",78,7060,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","Duplex","SFoyer",7,5,1997,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",200,"TA","Gd","PConc","Gd","Gd","Gd","GLQ",1309,"Unf",0,35,1344,"GasA","Ex","Y","SBrkr",1344,0,1344,2,0,2,0,2,2,"TA",8,"Typ",0,"Attchd",1997,"Fin",4,784,"TA","TA","Y",0,0,0,11,2008,"WD","Alloca"
20,"RL",42,14892,"Pave","IR1","HLS","AllPub","CulDSac","Gtl","Gilbert","Norm","Norm","1Fam","1Story",9,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",160,"Ex","TA","PConc","Ex","TA","Gd","GLQ",1320,"Unf",0,426,1746,"GasA","Ex","Y","SBrkr",1746,0,1746,1,0,2,0,3,1,"Ex",7,"Typ",2,"Attchd",2006,"Fin",3,758,"TA","TA","Y",201,39,0,10,2009,"WD","Normal"
50,"RL",78,11344,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Feedr","Norm","1Fam","1.5Fin",5,5,1958,1958,"Gable","CompShg","MetalSd","MetalSd","BrkFace",180,"TA","TA","CBlock","TA","TA","No","BLQ",460,"Unf",0,414,874,"GasW","TA","Y","FuseA",874,650,1524,0,0,1,1,3,1,"TA",7,"Typ",0,"Attchd",1958,"Unf",1,315,"TA","TA","Y",0,0,0,7,2007,"WD","Normal"
20,"RL",70,7931,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1960,1960,"Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",374,"LwQ",532,363,1269,"GasA","TA","Y","FuseA",1269,0,1269,0,0,1,1,3,1,"TA",6,"Typ",1,"Detchd",1964,"Unf",1,308,"TA","TA","Y",0,0,0,6,2008,"WD","Normal"
20,"RL",76,6950,"Pave","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,7,1979,1979,"Gable","CompShg","HdBoard","HdBoard","BrkFace",40,"TA","TA","CBlock","TA","TA","No","ALQ",710,"BLQ",72,132,914,"GasA","TA","Y","SBrkr",914,0,914,1,0,1,0,2,1,"TA",5,"Typ",0,"Attchd",1979,"Unf",2,444,"TA","TA","Y",0,0,0,10,2009,"WD","Normal"
80,"RL",81,10530,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","SLvl",6,6,1975,2000,"Gable","CompShg","Plywood","Plywood","BrkFace",248,"TA","TA","CBlock","TA","Fa","No","ALQ",548,"Unf",0,127,675,"GasA","TA","Y","SBrkr",1109,766,1875,0,0,3,0,3,1,"Gd",8,"Typ",1,"Attchd",1975,"RFn",2,485,"TA","TA","Y",48,28,0,6,2006,"WD","Normal"
60,"RL",63,10928,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Gilbert","RRAn","Norm","1Fam","2Story",7,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","Gd","No","Unf",0,"Unf",0,728,728,"GasA","Ex","Y","SBrkr",728,728,1456,0,0,2,1,3,1,"Gd",8,"Typ",1,"Attchd",2005,"Fin",2,390,"TA","TA","Y",100,0,0,6,2009,"WD","Normal"
20,"RL",75,9825,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,5,1966,1966,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Rec",609,"Unf",0,483,1092,"GasA","TA","Y","SBrkr",1092,0,1092,0,0,1,0,3,1,"TA",6,"Typ",0,"Attchd",1966,"Unf",1,264,"TA","TA","Y",259,0,0,4,2008,"COD","Abnorml"
20,"RL",80,10800,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","PosA","Norm","1Fam","1Story",6,6,1961,1992,"Gable","CompShg","HdBoard","HdBoard","BrkFace",104,"TA","TA","CBlock","TA","TA","No","Rec",913,"Unf",0,400,1313,"GasA","TA","Y","SBrkr",1773,0,1773,1,0,2,0,3,1,"TA",6,"Min2",2,"Attchd",1961,"RFn",2,418,"TA","TA","Y",355,98,0,8,2006,"WD","Normal"
20,"RL",65,8767,"Pave","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",24,"Unf",0,1286,1310,"GasA","Ex","Y","SBrkr",1310,0,1310,0,0,2,0,3,1,"Gd",6,"Typ",1,"Attchd",2005,"Fin",2,400,"TA","TA","Y",0,0,0,7,2006,"New","Partial"
60,"RL",78,11700,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","RRAn","Norm","1Fam","2Story",6,6,1968,1968,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",298,"Unf",0,429,727,"GasA","Ex","Y","SBrkr",829,727,1556,0,0,1,1,4,1,"TA",8,"Typ",0,"Attchd",1968,"Unf",2,441,"TA","TA","Y",0,0,0,5,2009,"WD","Normal"
90,"RL",75,8250,"Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","Duplex","2Story",6,7,1981,1981,"Gable","CompShg","Wd Sdng","Wd Shng","None",0,"TA","TA","Slab","Fa","Gd","Gd","LwQ",0,"ALQ",0,0,0,"GasA","TA","Y","SBrkr",964,918,1882,0,0,2,0,4,2,"TA",8,"Typ",2,"Attchd",1981,"Unf",2,612,"TA","TA","Y",0,0,0,5,2009,"WD","Normal"
50,"RM",60,5586,"Pave","IR1","Bnk","AllPub","Inside","Gtl","OldTown","Feedr","Norm","1Fam","1.5Fin",6,7,1920,1998,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,901,901,"GasA","Gd","Y","SBrkr",1088,110,1198,0,0,1,0,4,1,"TA",7,"Typ",0,"2Types",1934.83609042104,"Fin",0,0,"Fa","Fa","N",0,98,0,9,2008,"ConLD","Abnorml"
20,"RL",93,12085,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Hip","CompShg","VinylSd","VinylSd","Stone",328,"Gd","TA","PConc","Ex","TA","No","GLQ",1004,"Unf",0,730,1734,"GasA","Ex","Y","SBrkr",1734,0,1734,1,0,2,0,3,1,"Ex",7,"Typ",1,"Attchd",2007,"RFn",3,928,"TA","TA","Y",0,0,0,11,2007,"New","Partial"
20,"RL",60,12450,"Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","RRAe","Norm","1Fam","1Story",5,5,2003,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","GLQ",836,"Unf",0,278,1114,"GasA","Ex","Y","SBrkr",1114,0,1114,1,0,2,0,3,1,"Gd",6,"Typ",0,"Detchd",2004,"Unf",2,576,"TA","TA","Y",0,42,0,6,2009,"WD","Normal"
20,"RL",65,8450,"Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",7,5,2000,2001,"Gable","CompShg","VinylSd","VinylSd","BrkFace",108,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1349,1349,"GasA","Ex","Y","SBrkr",1349,0,1349,0,0,2,0,3,1,"TA",6,"Typ",0,"Attchd",2000,"Unf",2,539,"TA","TA","Y",120,55,0,12,2007,"WD","Normal"
30,"RL",69.7096401651629,25339,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,7,1918,2007,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Gd","BrkTil","TA","TA","No","Unf",0,"Unf",0,816,816,"GasA","Ex","Y","SBrkr",1416,0,1416,0,0,2,0,3,1,"Gd",7,"Typ",0,"Attchd",2007,"Unf",2,576,"TA","TA","N",0,0,112,8,2007,"WD","Normal"
60,"RL",92,15922,"Pave","IR1","HLS","AllPub","Corner","Gtl","StoneBr","Norm","Norm","1Fam","2Story",9,5,2005,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",550,"Gd","TA","PConc","Ex","TA","Av","Unf",0,"Unf",0,1390,1390,"GasA","Ex","Y","SBrkr",1390,1405,2795,0,0,3,1,4,1,"Ex",10,"Typ",1,"BuiltIn",2005,"Fin",3,660,"TA","TA","Y",272,102,0,1,2006,"New","Partial"
20,"RL",100,21750,"Pave","Reg","HLS","AllPub","Inside","Mod","Mitchel","Artery","Norm","1Fam","1Story",5,5,1954,1954,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,988,988,"GasA","Ex","Y","FuseA",988,0,988,0,0,1,0,2,1,"TA",4,"Typ",0,"Attchd",1954,"RFn",2,520,"TA","TA","N",0,0,0,2,2008,"WD","Normal"
20,"RL",56,18559,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","NWAmes","Norm","Norm","1Fam","1Story",7,5,1978,1978,"Hip","CompShg","Plywood","Plywood","BrkFace",383,"Gd","Gd","CBlock","Gd","TA","No","GLQ",1206,"Rec",186,656,2048,"GasA","TA","Y","SBrkr",2064,0,2064,1,0,2,0,3,1,"Gd",7,"Typ",2,"Attchd",1978,"Fin",2,550,"TA","TA","Y",200,0,0,8,2008,"WD","Normal"
20,"RL",65,7150,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Feedr","Norm","1Fam","1Story",5,6,1962,1962,"Gable","CompShg","VinylSd","VinylSd","BrkFace",60,"TA","TA","CBlock","TA","TA","No","LwQ",140,"BLQ",590,182,912,"GasA","Gd","Y","SBrkr",912,0,912,0,1,1,0,3,1,"TA",6,"Typ",0,"Attchd",1962,"Unf",1,252,"TA","TA","Y",0,0,0,10,2009,"WD","Normal"
60,"RL",73,9801,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",156,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1341,1341,"GasA","Ex","Y","SBrkr",1341,520,1861,0,0,3,0,3,1,"Gd",7,"Typ",1,"BuiltIn",2007,"RFn",3,851,"TA","TA","Y",144,60,0,7,2008,"WD","Normal"
60,"RL",79,9245,"Pave","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,939,939,"GasA","Ex","Y","SBrkr",939,858,1797,0,0,2,1,3,1,"Gd",8,"Typ",0,"Attchd",2006,"RFn",2,639,"TA","TA","Y",144,53,0,4,2007,"WD","Normal"
30,"RL",60,8400,"Pave","Reg","Bnk","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","1Story",2,5,1920,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","Fa","No","Rec",290,"Unf",0,0,290,"GasA","TA","N","FuseF",438,0,438,0,0,1,0,1,1,"Fa",3,"Typ",0,"Detchd",1930,"Unf",1,246,"TA","TA","N",0,0,0,1,2009,"WD","Normal"
20,"RL",80,9938,"Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",7,5,1994,1994,"Gable","CompShg","HdBoard","HdBoard","BrkFace",251,"Gd","TA","PConc","Gd","TA","No","GLQ",1271,"Unf",0,331,1602,"GasA","Ex","Y","SBrkr",1626,0,1626,1,0,2,1,3,1,"Gd",7,"Typ",1,"Attchd",1994,"RFn",2,534,"TA","TA","Y",424,40,0,4,2008,"WD","Normal"
50,"RL",60,8064,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Artery","Norm","1Fam","1.5Fin",6,7,1948,1994,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",120,"Unf",0,744,864,"GasA","TA","Y","SBrkr",1064,0,1495,0,0,1,0,3,1,"TA",6,"Typ",0,"Detchd",1994,"Unf",2,576,"TA","TA","Y",180,36,0,8,2009,"COD","Abnorml"
20,"RL",74,7733,"Pave","IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","TA","TA","Mn","GLQ",24,"Unf",0,1118,1142,"GasA","Ex","Y","SBrkr",1142,0,1142,0,0,1,1,3,1,"Gd",5,"Typ",0,"2Types",2004.87413786977,"Fin",0,0,"Ex","Ex","Y",4,50,0,1,2006,"WD","Normal"
20,"RL",82,12464,"Pave","IR2","Low","AllPub","Corner","Mod","CollgCr","Norm","Norm","1Fam","1Story",5,5,1996,1996,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","PConc","Gd","TA","No","GLQ",732,"Unf",0,308,1040,"GasA","Gd","Y","SBrkr",1040,0,1040,1,0,1,0,3,1,"Gd",6,"Typ",0,"Detchd",2000,"Unf",2,576,"TA","TA","Y",168,0,0,11,2009,"WD","Normal"
30,"RM",153,4118,"Pave","IR1","Bnk","AllPub","Corner","Mod","OldTown","Feedr","Norm","1Fam","1Story",4,4,1941,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,693,693,"Grav","Fa","N","FuseA",693,0,693,0,0,1,0,2,1,"Fa",4,"Typ",0,"Attchd",1954.73892802855,"Fin",0,0,"Fa","Fa","N",0,20,0,3,2006,"WD","Normal"
120,"RM",31,2394,"Pave","Reg","Low","AllPub","Inside","Mod","MeadowV","Norm","Norm","Twnhs","1Story",5,6,1973,1973,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","CBlock","Gd","TA","Gd","GLQ",915,"Unf",0,30,945,"GasA","Ex","Y","SBrkr",945,0,945,1,1,1,0,2,1,"TA",5,"Typ",1,"Attchd",1973,"RFn",1,253,"TA","TA","Y",174,0,56,5,2010,"WD","Normal"
90,"RL",76,9482,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","Duplex","1Story",5,4,1958,1958,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",657,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,1866,1866,"GasA","Ex","Y","SBrkr",1866,0,1866,0,0,2,0,4,2,"TA",8,"Typ",0,"Detchd",1958,"Unf",2,495,"TA","Fa","Y",0,0,0,12,2009,"WD","Normal"
30,"RL",60,10230,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",5,7,1925,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,1054,1054,"GasA","Ex","Y","SBrkr",1078,0,1078,0,0,1,0,3,1,"Ex",6,"Typ",0,"Detchd",1987,"Unf",1,264,"TA","TA","N",0,0,0,12,2009,"WD","Normal"
30,"RL",51,5900,"Pave","IR1","Bnk","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story",4,7,1923,1958,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,440,440,"GasA","TA","Y","FuseA",869,0,869,0,0,1,0,2,1,"Fa",4,"Typ",0,"Attchd",1936.38883409172,"RFn",0,0,"Fa","Fa","Y",0,0,0,8,2006,"WD","Normal"
50,"RM",50,8635,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,5,1948,2001,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",336,"GLQ",41,295,672,"GasA","TA","Y","SBrkr",1072,213,1285,1,0,1,0,2,1,"TA",6,"Min1",0,"Detchd",1948,"Unf",1,240,"TA","TA","Y",0,0,0,1,2008,"WD","Normal"
20,"RL",70,9100,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2001,2001,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1212,1212,"GasA","Ex","Y","SBrkr",1212,0,1212,0,0,2,0,3,1,"Gd",6,"Typ",0,"Attchd",2001,"RFn",2,573,"TA","TA","Y",356,0,0,6,2009,"WD","Normal"
60,"RL",100,12191,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1997,1998,"Hip","CompShg","VinylSd","VinylSd","BrkFace",515,"Gd","TA","PConc","Gd","TA","Av","GLQ",1181,"Unf",0,598,1779,"GasA","Ex","Y","SBrkr",1779,772,2551,1,0,2,1,4,1,"Gd",8,"Typ",2,"Attchd",1998,"Fin",3,925,"TA","TA","Y",76,61,0,6,2007,"WD","Normal"
20,"RL",110,14226,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2006,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",375,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1935,1935,"GasA","Gd","Y","SBrkr",1973,0,1973,0,0,2,0,3,1,"Gd",9,"Typ",1,"Attchd",2006,"Fin",3,895,"TA","TA","Y",315,45,0,7,2007,"New","Partial"
90,"RL",65,8385,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","Duplex","1Story",6,5,1978,1978,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","Mn","Unf",0,"Unf",0,1664,1664,"GasA","TA","Y","SBrkr",1664,0,1664,0,0,2,0,4,2,"TA",10,"Typ",0,"2Types",1978,"Unf",2,616,"TA","TA","Y",0,0,0,10,2006,"WD","Normal"
