"MSZoning","LotFrontage","Utilities","MasVnrType","MasVnrArea","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Electrical","BsmtFullBath","BsmtHalfBath","KitchenQual","Functional","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","MSSubClass","LotArea","Street","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","ExterQual","ExterCond","Foundation","Heating","HeatingQC","CentralAir","X1stFlrSF","X2ndFlrSF","GrLivArea","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","MoSold","YrSold","SaleType","SaleCondition"
"RL",85,"AllPub","Stone",295,"Gd","TA","No","GLQ",986,"Unf",0,668,1654,"SBrkr",1,0,"Gd","Typ","Attchd",2002,"Unf",3,900,"TA","TA",20,8125,"Pave","Reg","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",1654,0,1654,2,0,3,1,6,0,"Y",0,136,0,2,2006,"WD","Normal"
"RL",75,"AllPub","None",0,"TA","TA","No","ALQ",419,"Rec",306,375,1100,"SBrkr",1,0,"TA","Typ","Attchd",1960,"RFn",1,312,"TA","TA",20,12493,"Pave","IR1","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,5,1960,1960,"Gable","CompShg","Wd Sdng","Wd Sdng","TA","TA","PConc","GasA","TA","Y",1100,0,1100,1,0,3,1,6,1,"Y",355,0,0,4,2008,"WD","Normal"
"RM",52,"AllPub","None",0,"TA","TA","No","Unf",0,"Unf",0,816,816,"SBrkr",0,0,"TA","Typ","Detchd",1985,"Unf",2,528,"TA","TA",50,6240,"Pave","Reg","Lvl","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",6,6,1934,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","TA","TA","PConc","GasA","TA","Y",816,0,1176,1,0,3,1,6,1,"Y",112,0,0,9,2006,"WD","Normal"
"RL",72,"AllPub","None",0,"Gd","TA","No","Unf",0,"Unf",0,893,893,"SBrkr",0,0,"Gd","Typ","Attchd",2005,"Fin",3,800,"TA","TA",60,10463,"Pave","IR1","HLS","CulDSac","Gtl","Gilbert","Norm","Norm","1Fam","2Story",8,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",901,900,1801,2,1,3,1,8,1,"Y",0,116,0,6,2006,"WD","Normal"
"FV",85,"AllPub","None",0,"Gd","TA","Mn","Unf",0,"Unf",0,1082,1082,"SBrkr",0,0,"Gd","Typ","Attchd",2005,"RFn",3,1043,"TA","TA",60,10574,"Pave","Reg","Lvl","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",8,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",1082,871,1953,2,1,3,1,9,1,"Y",160,50,0,5,2009,"WD","Normal"
"RL",80,"AllPub","BrkFace",263,"TA","TA","No","Rec",493,"BLQ",287,0,780,"SBrkr",0,0,"TA","Min1","Attchd",1969,"Fin",2,462,"TA","TA",60,10793,"Pave","Reg","Lvl","Inside","Gtl","NWAmes","RRAn","Norm","1Fam","2Story",5,5,1969,1969,"Mansard","CompShg","WdShing","HdBoard","TA","TA","CBlock","GasA","Ex","Y",780,840,1620,2,1,4,1,7,0,"Y",208,0,0,4,2007,"WD","Normal"
"RM",24,"AllPub","None",0,"Gd","TA","No","GLQ",330,"Unf",0,186,516,"SBrkr",0,0,"TA","Typ","Detchd",1980,"Unf",2,462,"TA","TA",160,1782,"Pave","Reg","Lvl","Inside","Gtl","Blueste","Norm","Norm","Twnhs","2Story",6,6,1980,1980,"Gable","CompShg","MetalSd","MetalSd","TA","Gd","CBlock","GasA","Gd","Y",529,516,1045,1,0,2,1,5,1,"Y",180,0,0,12,2007,"WD","Normal"
"RM",50,"AllPub","None",0,"TA","TA","No","ALQ",375,"Unf",0,345,720,"FuseA",0,0,"Gd","Typ","Detchd",1965,"Fin",2,720,"TA","TA",50,7000,"Pave","Reg","Lvl","Corner","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",6,7,1940,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","TA","TA","BrkTil","GasA","Gd","Y",720,495,1215,1,0,3,1,6,0,"Y",0,0,30,5,2007,"WD","Normal"
"RL",75,"AllPub","None",0,"TA","Fa","No","Rec",444,"Unf",0,550,994,"SBrkr",0,0,"TA","Typ","Attchd",1954,"Unf",1,325,"TA","TA",50,9525,"Pave","Reg","Lvl","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",6,4,1954,1972,"Gable","CompShg","Wd Sdng","Wd Sdng","TA","TA","CBlock","GasA","Gd","Y",1216,639,1855,2,0,4,1,7,0,"Y",182,0,0,10,2006,"WD","Normal"
"RL",60,"AllPub","BrkFace",136,"Gd","TA","No","Rec",616,"Unf",0,424,1040,"SBrkr",0,0,"TA","Typ","Attchd",1956,"Unf",0,0,"TA","TA",20,8430,"Pave","Reg","HLS","Inside","Mod","CollgCr","Norm","Norm","1Fam","1Story",5,5,1978,1978,"Gable","CompShg","HdBoard","HdBoard","TA","TA","CBlock","GasA","TA","Y",1040,0,1040,2,0,3,1,5,0,"Y",0,0,0,8,2009,"WD","Normal"
"RL",65,"AllPub","None",0,"Gd","TA","Mn","GLQ",950,"Unf",0,513,1463,"SBrkr",1,0,"TA","Typ","Attchd",1998,"Fin",2,539,"TA","TA",20,14753,"Pave","IR2","Low","Inside","Gtl","CollgCr","PosN","Norm","1Fam","1Story",7,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","TA","TA","PConc","GasA","Ex","Y",1463,0,1463,2,0,3,1,5,0,"Y",0,81,0,12,2009,"WD","Normal"
"FV",45,"AllPub","None",0,"Gd","TA","Av","GLQ",851,"Unf",0,527,1378,"SBrkr",1,0,"Gd","Typ","Attchd",2004,"Fin",2,540,"TA","TA",120,4379,"Pave","IR1","Lvl","FR2","Gtl","Somerst","Norm","Norm","TwnhsE","1Story",8,5,2004,2004,"Gable","CompShg","MetalSd","MetalSd","Gd","TA","PConc","GasA","Ex","Y",1378,0,1378,2,0,2,1,6,1,"Y",160,56,0,7,2007,"WD","Normal"
"RL",80,"AllPub","None",0,"Gd","TA","Gd","GLQ",1258,"Unf",0,74,1332,"SBrkr",2,0,"Gd","Typ","Attchd",1979,"Fin",2,586,"TA","TA",40,23595,"Pave","Reg","Low","Inside","Sev","ClearCr","Norm","Norm","1Fam","1Story",7,6,1979,1979,"Shed","WdShake","Plywood","Plywood","Gd","TA","PConc","GasA","TA","Y",1332,192,1524,0,1,0,1,4,1,"Y",268,0,0,4,2010,"WD","Normal"
"RL",68,"AllPub","BrkFace",162,"Gd","TA","Mn","GLQ",486,"Unf",0,434,920,"SBrkr",1,0,"Gd","Typ","Attchd",2001,"RFn",2,608,"TA","TA",60,11250,"Pave","IR1","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2001,2002,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",920,866,1786,2,1,3,1,6,1,"Y",0,42,0,9,2008,"WD","Normal"
"RL",100,"AllPub","Stone",149,"TA","TA","Av","BLQ",1159,"Unf",0,90,1249,"SBrkr",1,0,"TA","Typ","2Types",1975,"Fin",4,1356,"TA","TA",190,32463,"Pave","Reg","Low","Inside","Mod","Mitchel","Norm","Norm","2fmCon","1Story",4,4,1961,1975,"Gable","CompShg","MetalSd","MetalSd","TA","Gd","CBlock","GasA","Ex","Y",1622,0,1622,1,0,3,1,7,1,"Y",439,0,0,3,2007,"WD","Normal"
"RL",48,"AllPub","Stone",163,"Gd","TA","No","Unf",0,"Unf",0,1405,1405,"SBrkr",0,0,"Gd","Typ","Attchd",2003,"RFn",2,478,"TA","TA",120,3480,"Pave","Reg","Lvl","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",1405,0,1405,2,0,2,1,6,1,"Y",148,36,0,11,2009,"WD","Normal"
"RL",80,"AllPub","None",0,"TA","TA","Av","BLQ",831,"Unf",0,161,992,"SBrkr",1,0,"Gd","Typ","BuiltIn",1955,"RFn",1,377,"TA","TA",80,9600,"Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",6,6,1955,1996,"Hip","CompShg","AsbShng","AsbShng","TA","TA","CBlock","GasA","Gd","Y",1661,0,1661,1,0,3,1,8,1,"Y",0,28,0,10,2008,"WD","Normal"
"RM",60,"AllPub","Stone",264,"TA","TA","No","Rec",276,"Unf",0,936,1212,"FuseA",1,0,"TA","Typ","Detchd",1948,"Unf",1,240,"TA","TA",50,9600,"Pave","Reg","Lvl","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",5,6,1948,1950,"Gable","CompShg","MetalSd","MetalSd","TA","TA","CBlock","GasA","Gd","Y",1226,442,1668,1,0,3,1,6,0,"Y",0,0,140,5,2006,"WD","Normal"
"RM",78,"AllPub","BrkFace",200,"Gd","Gd","Gd","GLQ",1309,"Unf",0,35,1344,"SBrkr",2,0,"TA","Typ","Attchd",1997,"Fin",4,784,"TA","TA",90,7060,"Pave","Reg","Lvl","Inside","Gtl","Mitchel","Norm","Norm","Duplex","SFoyer",7,5,1997,1998,"Gable","CompShg","VinylSd","VinylSd","TA","Gd","PConc","GasA","Ex","Y",1344,0,1344,2,0,2,2,8,0,"Y",0,0,0,11,2008,"WD","Alloca"
"RL",42,"AllPub","Stone",160,"Ex","TA","Gd","GLQ",1320,"Unf",0,426,1746,"SBrkr",1,0,"Ex","Typ","Attchd",2006,"Fin",3,758,"TA","TA",20,14892,"Pave","IR1","HLS","CulDSac","Gtl","Gilbert","Norm","Norm","1Fam","1Story",9,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd","Ex","TA","PConc","GasA","Ex","Y",1746,0,1746,2,0,3,1,7,2,"Y",201,39,0,10,2009,"WD","Normal"
"RL",78,"AllPub","BrkFace",180,"TA","TA","No","BLQ",460,"Unf",0,414,874,"FuseA",0,0,"TA","Typ","Attchd",1958,"Unf",1,315,"TA","TA",50,11344,"Pave","Reg","Lvl","Inside","Gtl","NAmes","Feedr","Norm","1Fam","1.5Fin",5,5,1958,1958,"Gable","CompShg","MetalSd","MetalSd","TA","TA","CBlock","GasW","TA","Y",874,650,1524,1,1,3,1,7,0,"Y",0,0,0,7,2007,"WD","Normal"
"RL",70,"AllPub","None",0,"TA","TA","No","BLQ",374,"LwQ",532,363,1269,"FuseA",0,0,"TA","Typ","Detchd",1964,"Unf",1,308,"TA","TA",20,7931,"Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1960,1960,"Gable","CompShg","BrkFace","Wd Sdng","TA","TA","CBlock","GasA","TA","Y",1269,0,1269,1,1,3,1,6,1,"Y",0,0,0,6,2008,"WD","Normal"
"RL",76,"AllPub","BrkFace",40,"TA","TA","No","ALQ",710,"BLQ",72,132,914,"SBrkr",1,0,"TA","Typ","Attchd",1979,"Unf",2,444,"TA","TA",20,6950,"Pave","IR1","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,7,1979,1979,"Gable","CompShg","HdBoard","HdBoard","TA","TA","CBlock","GasA","TA","Y",914,0,914,1,0,2,1,5,0,"Y",0,0,0,10,2009,"WD","Normal"
"RL",81,"AllPub","BrkFace",248,"TA","Fa","No","ALQ",548,"Unf",0,127,675,"SBrkr",0,0,"Gd","Typ","Attchd",1975,"RFn",2,485,"TA","TA",80,10530,"Pave","Reg","Lvl","Inside","Gtl","NWAmes","Norm","Norm","1Fam","SLvl",6,6,1975,2000,"Gable","CompShg","Plywood","Plywood","TA","TA","CBlock","GasA","TA","Y",1109,766,1875,3,0,3,1,8,1,"Y",48,28,0,6,2006,"WD","Normal"
"RL",63,"AllPub","None",0,"Gd","Gd","No","Unf",0,"Unf",0,728,728,"SBrkr",0,0,"Gd","Typ","Attchd",2005,"Fin",2,390,"TA","TA",60,10928,"Pave","Reg","Lvl","Inside","Gtl","Gilbert","RRAn","Norm","1Fam","2Story",7,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",728,728,1456,2,1,3,1,8,1,"Y",100,0,0,6,2009,"WD","Normal"
"RL",75,"AllPub","None",0,"TA","TA","No","Rec",609,"Unf",0,483,1092,"SBrkr",0,0,"TA","Typ","Attchd",1966,"Unf",1,264,"TA","TA",20,9825,"Pave","Reg","Lvl","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,5,1966,1966,"Hip","CompShg","HdBoard","HdBoard","TA","TA","CBlock","GasA","TA","Y",1092,0,1092,1,0,3,1,6,0,"Y",259,0,0,4,2008,"COD","Abnorml"
"RL",80,"AllPub","BrkFace",104,"TA","TA","No","Rec",913,"Unf",0,400,1313,"SBrkr",1,0,"TA","Min2","Attchd",1961,"RFn",2,418,"TA","TA",20,10800,"Pave","Reg","Lvl","Inside","Gtl","NAmes","PosA","Norm","1Fam","1Story",6,6,1961,1992,"Gable","CompShg","HdBoard","HdBoard","TA","TA","CBlock","GasA","TA","Y",1773,0,1773,2,0,3,1,6,2,"Y",355,98,0,8,2006,"WD","Normal"
"RL",65,"AllPub","None",0,"Gd","TA","Av","GLQ",24,"Unf",0,1286,1310,"SBrkr",0,0,"Gd","Typ","Attchd",2005,"Fin",2,400,"TA","TA",20,8767,"Pave","IR1","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",1310,0,1310,2,0,3,1,6,1,"Y",0,0,0,7,2006,"New","Partial"
"RL",78,"AllPub","None",0,"TA","TA","No","Rec",298,"Unf",0,429,727,"SBrkr",0,0,"TA","Typ","Attchd",1968,"Unf",2,441,"TA","TA",60,11700,"Pave","Reg","Lvl","Inside","Gtl","NWAmes","RRAn","Norm","1Fam","2Story",6,6,1968,1968,"Gable","CompShg","MetalSd","MetalSd","TA","TA","CBlock","GasA","Ex","Y",829,727,1556,1,1,4,1,8,0,"Y",0,0,0,5,2009,"WD","Normal"
"RL",75,"AllPub","None",0,"Gd","TA","No","Unf",0,"Unf",0,0,0,"SBrkr",0,0,"TA","Typ","Attchd",1981,"Unf",2,612,"TA","TA",90,8250,"Pave","Reg","Lvl","Inside","Gtl","SawyerW","Norm","Norm","Duplex","2Story",6,7,1981,1981,"Gable","CompShg","Wd Sdng","Wd Shng","TA","TA","Slab","GasA","TA","Y",964,918,1882,2,0,4,2,8,2,"Y",0,0,0,5,2009,"WD","Normal"
"RM",60,"AllPub","None",0,"TA","TA","No","Unf",0,"Unf",0,901,901,"SBrkr",0,0,"TA","Typ","Detchd",1930,"Unf",0,0,"TA","TA",50,5586,"Pave","IR1","Bnk","Inside","Gtl","OldTown","Feedr","Norm","1Fam","1.5Fin",6,7,1920,1998,"Gable","CompShg","MetalSd","MetalSd","TA","TA","BrkTil","GasA","Gd","Y",1088,110,1198,1,0,4,1,7,0,"N",0,98,0,9,2008,"ConLD","Abnorml"
"RL",93,"AllPub","Stone",328,"Ex","TA","No","GLQ",1004,"Unf",0,730,1734,"SBrkr",1,0,"Ex","Typ","Attchd",2007,"RFn",3,928,"TA","TA",20,12085,"Pave","Reg","Lvl","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Hip","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",1734,0,1734,2,0,3,1,7,1,"Y",0,0,0,11,2007,"New","Partial"
"RL",60,"AllPub","None",0,"Gd","TA","No","GLQ",836,"Unf",0,278,1114,"SBrkr",1,0,"Gd","Typ","Detchd",2004,"Unf",2,576,"TA","TA",20,12450,"Pave","Reg","Lvl","Inside","Gtl","SawyerW","RRAe","Norm","1Fam","1Story",5,5,2003,2004,"Gable","CompShg","VinylSd","VinylSd","TA","TA","PConc","GasA","Ex","Y",1114,0,1114,2,0,3,1,6,0,"Y",0,42,0,6,2009,"WD","Normal"
"RL",65,"AllPub","BrkFace",108,"Gd","TA","No","Unf",0,"Unf",0,1349,1349,"SBrkr",0,0,"TA","Typ","Attchd",2000,"Unf",2,539,"TA","TA",20,8450,"Pave","Reg","Lvl","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",7,5,2000,2001,"Gable","CompShg","VinylSd","VinylSd","TA","TA","PConc","GasA","Ex","Y",1349,0,1349,2,0,3,1,6,0,"Y",120,55,0,12,2007,"WD","Normal"
"RL",70,"AllPub","None",0,"TA","TA","No","Unf",0,"Unf",0,816,816,"SBrkr",0,0,"Gd","Typ","Attchd",2007,"Unf",2,576,"TA","TA",30,25339,"Pave","Reg","Lvl","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,7,1918,2007,"Gable","CompShg","Wd Sdng","Wd Sdng","TA","Gd","BrkTil","GasA","Ex","Y",1416,0,1416,2,0,3,1,7,0,"N",0,0,112,8,2007,"WD","Normal"
"RL",92,"AllPub","BrkFace",550,"Ex","TA","Av","Unf",0,"Unf",0,1390,1390,"SBrkr",0,0,"Ex","Typ","BuiltIn",2005,"Fin",3,660,"TA","TA",60,15922,"Pave","IR1","HLS","Corner","Gtl","StoneBr","Norm","Norm","1Fam","2Story",9,5,2005,2006,"Hip","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",1390,1405,2795,3,1,4,1,10,1,"Y",272,102,0,1,2006,"New","Partial"
"RL",100,"AllPub","None",0,"TA","TA","No","Unf",0,"Unf",0,988,988,"FuseA",0,0,"TA","Typ","Attchd",1954,"RFn",2,520,"TA","TA",20,21750,"Pave","Reg","HLS","Inside","Mod","Mitchel","Artery","Norm","1Fam","1Story",5,5,1954,1954,"Hip","CompShg","HdBoard","HdBoard","TA","TA","CBlock","GasA","Ex","Y",988,0,988,1,0,2,1,4,0,"N",0,0,0,2,2008,"WD","Normal"
"RL",56,"AllPub","BrkFace",383,"Gd","TA","No","GLQ",1206,"Rec",186,656,2048,"SBrkr",1,0,"Gd","Typ","Attchd",1978,"Fin",2,550,"TA","TA",20,18559,"Pave","IR1","Lvl","CulDSac","Gtl","NWAmes","Norm","Norm","1Fam","1Story",7,5,1978,1978,"Hip","CompShg","Plywood","Plywood","Gd","Gd","CBlock","GasA","TA","Y",2064,0,2064,2,0,3,1,7,2,"Y",200,0,0,8,2008,"WD","Normal"
"RL",65,"AllPub","BrkFace",60,"TA","TA","No","LwQ",140,"BLQ",590,182,912,"SBrkr",0,1,"TA","Typ","Attchd",1962,"Unf",1,252,"TA","TA",20,7150,"Pave","Reg","Lvl","Inside","Gtl","Sawyer","Feedr","Norm","1Fam","1Story",5,6,1962,1962,"Gable","CompShg","VinylSd","VinylSd","TA","TA","CBlock","GasA","Gd","Y",912,0,912,1,0,3,1,6,0,"Y",0,0,0,10,2009,"WD","Normal"
"RL",73,"AllPub","Stone",156,"Gd","TA","Av","Unf",0,"Unf",0,1341,1341,"SBrkr",0,0,"Gd","Typ","BuiltIn",2007,"RFn",3,851,"TA","TA",60,9801,"Pave","Reg","Lvl","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",1341,520,1861,3,0,3,1,7,1,"Y",144,60,0,7,2008,"WD","Normal"
"RL",79,"AllPub","None",0,"Gd","TA","Av","Unf",0,"Unf",0,939,939,"SBrkr",0,0,"Gd","Typ","Attchd",2006,"RFn",2,639,"TA","TA",60,9245,"Pave","IR1","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",939,858,1797,2,1,3,1,8,0,"Y",144,53,0,4,2007,"WD","Normal"
"RL",60,"AllPub","None",0,"TA","Fa","No","Rec",290,"Unf",0,0,290,"FuseF",0,0,"Fa","Typ","Detchd",1930,"Unf",1,246,"TA","TA",30,8400,"Pave","Reg","Bnk","Inside","Gtl","SWISU","Norm","Norm","1Fam","1Story",2,5,1920,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","TA","TA","CBlock","GasA","TA","N",438,0,438,1,0,1,1,3,0,"N",0,0,0,1,2009,"WD","Normal"
"RL",80,"AllPub","BrkFace",251,"Gd","TA","No","GLQ",1271,"Unf",0,331,1602,"SBrkr",1,0,"Gd","Typ","Attchd",1994,"RFn",2,534,"TA","TA",20,9938,"Pave","Reg","Lvl","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",7,5,1994,1994,"Gable","CompShg","HdBoard","HdBoard","Gd","TA","PConc","GasA","Ex","Y",1626,0,1626,2,1,3,1,7,1,"Y",424,40,0,4,2008,"WD","Normal"
"RL",60,"AllPub","None",0,"TA","TA","No","LwQ",120,"Unf",0,744,864,"SBrkr",0,0,"TA","Typ","Detchd",1994,"Unf",2,576,"TA","TA",50,8064,"Pave","Reg","Lvl","Corner","Gtl","NAmes","Artery","Norm","1Fam","1.5Fin",6,7,1948,1994,"Gable","CompShg","MetalSd","MetalSd","TA","TA","CBlock","GasA","TA","Y",1064,0,1495,1,0,3,1,6,0,"Y",180,36,0,8,2009,"COD","Abnorml"
"RL",74,"AllPub","None",0,"TA","TA","Mn","GLQ",24,"Unf",0,1118,1142,"SBrkr",0,0,"Gd","Typ","Attchd",1960,"Unf",0,0,"TA","TA",20,7733,"Pave","IR1","Lvl","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","TA","TA","PConc","GasA","Ex","Y",1142,0,1142,1,1,3,1,5,0,"Y",4,50,0,1,2006,"WD","Normal"
"RL",82,"AllPub","None",0,"Gd","TA","No","GLQ",732,"Unf",0,308,1040,"SBrkr",1,0,"Gd","Typ","Detchd",2000,"Unf",2,576,"TA","TA",20,12464,"Pave","IR2","Low","Corner","Mod","CollgCr","Norm","Norm","1Fam","1Story",5,5,1996,1996,"Gable","CompShg","VinylSd","VinylSd","TA","Gd","PConc","GasA","Gd","Y",1040,0,1040,1,0,3,1,6,0,"Y",168,0,0,11,2009,"WD","Normal"
"RM",153,"AllPub","None",0,"TA","TA","No","Unf",0,"Unf",0,693,693,"FuseA",0,0,"Fa","Typ","Detchd",1920,"Unf",0,0,"TA","TA",30,4118,"Pave","IR1","Bnk","Corner","Mod","OldTown","Feedr","Norm","1Fam","1Story",4,4,1941,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","TA","TA","CBlock","Grav","Fa","N",693,0,693,1,0,2,1,4,0,"N",0,20,0,3,2006,"WD","Normal"
"RM",31,"AllPub","None",0,"Gd","TA","Gd","GLQ",915,"Unf",0,30,945,"SBrkr",1,1,"TA","Typ","Attchd",1973,"RFn",1,253,"TA","TA",120,2394,"Pave","Reg","Low","Inside","Mod","MeadowV","Norm","Norm","Twnhs","1Story",5,6,1973,1973,"Gable","CompShg","CemntBd","CmentBd","TA","TA","CBlock","GasA","Ex","Y",945,0,945,1,0,2,1,5,1,"Y",174,0,56,5,2010,"WD","Normal"
"RL",76,"AllPub","BrkFace",657,"TA","TA","No","Unf",0,"Unf",0,1866,1866,"SBrkr",0,0,"TA","Typ","Detchd",1958,"Unf",2,495,"TA","Fa",90,9482,"Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","Duplex","1Story",5,4,1958,1958,"Hip","CompShg","Wd Sdng","Wd Sdng","TA","TA","PConc","GasA","Ex","Y",1866,0,1866,2,0,4,2,8,0,"Y",0,0,0,12,2009,"WD","Normal"
"RL",60,"AllPub","None",0,"TA","TA","No","Unf",0,"Unf",0,1054,1054,"SBrkr",0,0,"Ex","Typ","Detchd",1987,"Unf",1,264,"TA","TA",30,10230,"Pave","Reg","Lvl","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",5,7,1925,1950,"Gable","CompShg","MetalSd","MetalSd","TA","TA","BrkTil","GasA","Ex","Y",1078,0,1078,1,0,3,1,6,0,"N",0,0,0,12,2009,"WD","Normal"
"RL",51,"AllPub","None",0,"Gd","TA","No","Unf",0,"Unf",0,440,440,"FuseA",0,0,"Fa","Typ","Attchd",1974,"Unf",0,0,"TA","TA",30,5900,"Pave","IR1","Bnk","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story",4,7,1923,1958,"Gable","CompShg","Wd Sdng","Wd Sdng","TA","TA","PConc","GasA","TA","Y",869,0,869,1,0,2,1,4,0,"Y",0,0,0,8,2006,"WD","Normal"
"RM",50,"AllPub","None",0,"TA","TA","No","BLQ",336,"GLQ",41,295,672,"SBrkr",1,0,"TA","Min1","Detchd",1948,"Unf",1,240,"TA","TA",50,8635,"Pave","Reg","Lvl","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,5,1948,2001,"Gable","CompShg","Wd Sdng","Wd Sdng","TA","TA","CBlock","GasA","TA","Y",1072,213,1285,1,0,2,1,6,0,"Y",0,0,0,1,2008,"WD","Normal"
"RL",70,"AllPub","None",0,"Gd","TA","No","Unf",0,"Unf",0,1212,1212,"SBrkr",0,0,"Gd","Typ","Attchd",2001,"RFn",2,573,"TA","TA",20,9100,"Pave","Reg","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2001,2001,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",1212,0,1212,2,0,3,1,6,0,"Y",356,0,0,6,2009,"WD","Normal"
"RL",100,"AllPub","BrkFace",515,"Gd","TA","Av","GLQ",1181,"Unf",0,598,1779,"SBrkr",1,0,"Gd","Typ","Attchd",1998,"Fin",3,925,"TA","TA",60,12191,"Pave","IR1","Lvl","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1997,1998,"Hip","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",1779,772,2551,2,1,4,1,8,2,"Y",76,61,0,6,2007,"WD","Normal"
"RL",110,"AllPub","BrkFace",375,"Gd","TA","Av","Unf",0,"Unf",0,1935,1935,"SBrkr",0,0,"Gd","Typ","Attchd",2006,"Fin",3,895,"TA","TA",20,14226,"Pave","Reg","Lvl","Corner","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2006,2006,"Hip","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Gd","Y",1973,0,1973,2,0,3,1,9,1,"Y",315,45,0,7,2007,"New","Partial"
"RL",65,"AllPub","None",0,"TA","TA","Mn","Unf",0,"Unf",0,1664,1664,"SBrkr",0,0,"TA","Typ","2Types",1978,"Unf",2,616,"TA","TA",90,8385,"Pave","Reg","Lvl","Inside","Gtl","Mitchel","Norm","Norm","Duplex","1Story",6,5,1978,1978,"Gable","CompShg","Plywood","Plywood","TA","TA","CBlock","GasA","TA","Y",1664,0,1664,2,0,4,2,10,0,"Y",0,0,0,10,2006,"WD","Normal"
